transactionId,transactionDate,amount,gatewayStatus
TRX-023456,2026-09-02,802.48,APPROVED
TRX-009165,2026-09-03,1519.45,APPROVED
TRX-027297,2026-08-31,1097.01,APPROVED
TRX-011250,2026-08-23,882.50,APPROVED
TRX-008419,2026-08-23,31.27,APPROVED
TRX-027109,2026-09-10,1708.97,APPROVED
TRX-017957,2026-08-24,294.81,APPROVED
TRX-002980,2026-08-23,1953.40,APPROVED
TRX-040494,2026-09-10,326.02,APPROVED
TRX-034189,2026-09-03,1865.37,APPROVED
TRX-037589,2026-08-29,917.37,APPROVED
TRX-019292,2026-09-01,130.36,APPROVED
TRX-041930,2026-08-29,901.90,APPROVED
TRX-021889,2026-09-17,1256.37,APPROVED
TRX-038243,2026-08-25,1731.19,APPROVED
TRX-012766,2026-08-27,54.78,APPROVED
TRX-028276,2026-08-31,313.08,APPROVED
TRX-008038,2026-09-17,1218.54,APPROVED
TRX-015017,2026-09-08,634.61,APPROVED
TRX-032677,2026-09-16,732.41,APPROVED
TRX-009366,2026-09-04,1002.78,APPROVED
TRX-002338,2026-09-07,1227.54,APPROVED
TRX-044573,2026-09-17,370.09,REFUNDED
TRX-020881,2026-09-04,1827.73,APPROVED
TRX-025082,2026-08-28,781.06,APPROVED
TRX-013438,2026-08-23,1000.54,APPROVED
TRX-020721,2026-08-25,654.93,APPROVED
TRX-001807,2026-08-26,1315.31,APPROVED
TRX-028360,2026-09-10,928.80,APPROVED
TRX-027723,2026-08-20,239.59,APPROVED
TRX-006070,2026-09-03,723.10,APPROVED
TRX-000305,2026-09-14,255.65,APPROVED
TRX-040657,2026-09-17,1510.81,APPROVED
TRX-017294,2026-08-31,1405.02,APPROVED
TRX-021923,2026-09-07,1505.59,APPROVED
TRX-005715,2026-09-01,110.95,APPROVED
TRX-042119,2026-08-28,287.27,APPROVED
TRX-038474,2026-08-22,1434.42,APPROVED
TRX-041752,2026-08-23,1587.16,APPROVED
TRX-034676,2026-09-14,1455.08,APPROVED
TRX-039052,2026-08-20,1691.16,APPROVED
TRX-006674,2026-08-23,1170.42,APPROVED
TRX-013866,2026-09-16,157.78,APPROVED
TRX-030173,2026-09-09,288.09,APPROVED
TRX-039939,2026-09-02,232.87,APPROVED
TRX-031116,2026-09-11,1230.28,APPROVED
TRX-014695,2026-09-03,264.35,APPROVED
TRX-035811,2026-09-05,1814.63,APPROVED
TRX-036083,2026-08-20,1818.39,APPROVED
TRX-007307,2026-09-18,1830.31,APPROVED
TRX-034725,2026-08-27,1814.25,APPROVED
TRX-013916,2026-09-17,524.28,APPROVED
TRX-031299,2026-08-20,581.67,APPROVED
TRX-030697,2026-09-03,149.01,APPROVED
TRX-004989,2026-08-31,759.37,APPROVED
TRX-036675,2026-09-09,187.75,APPROVED
TRX-004558,2026-09-11,1580.14,APPROVED
TRX-025956,2026-09-10,1217.48,APPROVED
TRX-012562,2026-08-27,549.46,APPROVED
TRX-042277,2026-09-01,1445.41,APPROVED
TRX-032056,2026-08-28,160.48,APPROVED
TRX-025271,2026-09-14,176.43,APPROVED
TRX-019185,2026-09-04,1336.05,APPROVED
TRX-042859,2026-09-04,1731.47,APPROVED
TRX-029720,2026-09-13,947.60,APPROVED
TRX-010493,2026-08-26,1303.69,APPROVED
TRX-008009,2026-09-07,1005.97,APPROVED
TRX-012945,2026-09-02,1366.85,APPROVED
TRX-017664,2026-08-28,137.12,APPROVED
TRX-010994,2026-09-07,996.02,APPROVED
TRX-027324,2026-09-17,1294.92,APPROVED
TRX-040934,2026-09-09,1561.22,APPROVED
TRX-042203,2026-08-30,902.99,APPROVED
TRX-007338,2026-09-09,67.54,APPROVED
TRX-036172,2026-09-04,480.76,APPROVED
TRX-032942,2026-09-15,684.86,APPROVED
TRX-045882,2026-09-07,15.06,CANCELLED
TRX-021692,2026-09-15,1802.36,APPROVED
TRX-045343,2026-08-27,44.19,CANCELLED
TRX-007297,2026-08-27,1757.01,APPROVED
TRX-040547,2026-09-15,704.51,APPROVED
TRX-020263,2026-09-10,1277.79,APPROVED
TRX-029038,2026-08-28,1918.54,APPROVED
TRX-026244,2026-08-29,1338.52,APPROVED
TRX-009679,2026-08-23,1307.07,APPROVED
TRX-027033,2026-08-25,1151.89,APPROVED
TRX-024548,2026-08-25,846.84,APPROVED
TRX-007933,2026-08-29,448.89,APPROVED
TRX-012923,2026-09-16,1205.59,APPROVED
TRX-027623,2026-08-24,1496.59,APPROVED
TRX-028189,2026-08-28,1665.37,APPROVED
TRX-044893,2026-09-01,725.69,DECLINED
TRX-015211,2026-09-13,66.63,APPROVED
TRX-028565,2026-08-27,441.45,APPROVED
TRX-024223,2026-08-23,454.59,APPROVED
TRX-030385,2026-09-04,1842.05,APPROVED
TRX-028899,2026-09-08,899.67,APPROVED
TRX-002285,2026-09-15,839.05,APPROVED
TRX-027900,2026-09-13,1537.00,APPROVED
TRX-033707,2026-09-06,322.31,APPROVED
TRX-037700,2026-09-16,1731.00,APPROVED
TRX-041333,2026-09-09,495.89,APPROVED
TRX-002686,2026-08-23,1788.38,APPROVED
TRX-045249,2026-09-16,1345.17,CANCELLED
TRX-039330,2026-09-06,1738.90,APPROVED
TRX-023812,2026-08-22,1421.96,APPROVED
TRX-013100,2026-08-21,513.00,APPROVED
TRX-041739,2026-08-23,1481.87,APPROVED
TRX-027988,2026-08-29,192.04,APPROVED
TRX-014132,2026-09-13,117.56,APPROVED
TRX-006359,2026-08-23,851.47,APPROVED
TRX-004538,2026-09-16,1433.54,APPROVED
TRX-008032,2026-08-23,1174.56,APPROVED
TRX-005922,2026-09-14,1628.26,APPROVED
TRX-007783,2026-09-05,1339.39,APPROVED
TRX-042785,2026-09-05,1189.05,APPROVED
TRX-018776,2026-09-16,328.08,APPROVED
TRX-044015,2026-08-31,259.95,CHARGEBACK
TRX-001969,2026-09-11,512.77,APPROVED
TRX-014328,2026-09-06,1554.24,APPROVED
TRX-010680,2026-08-29,684.40,APPROVED
TRX-021806,2026-09-09,647.98,APPROVED
TRX-022391,2026-08-25,956.03,APPROVED
TRX-017653,2026-08-21,56.49,APPROVED
TRX-020259,2026-09-01,1248.47,APPROVED
TRX-040574,2026-09-15,912.42,APPROVED
TRX-003225,2026-09-06,1759.25,APPROVED
TRX-013219,2026-09-14,1385.27,APPROVED
TRX-028463,2026-09-10,1683.79,APPROVED
TRX-028011,2026-08-28,360.63,APPROVED
TRX-032799,2026-08-21,1626.67,APPROVED
TRX-002639,2026-09-16,1443.87,APPROVED
TRX-020275,2026-09-14,1365.75,APPROVED
TRX-000147,2026-09-02,1087.51,APPROVED
TRX-026929,2026-09-04,389.57,APPROVED
TRX-036572,2026-08-23,1422.76,APPROVED
TRX-013040,2026-08-27,73.20,APPROVED
TRX-001181,2026-08-24,706.73,APPROVED
TRX-014939,2026-09-16,62.87,APPROVED
TRX-031796,2026-08-22,244.68,APPROVED
TRX-000532,2026-08-29,1919.56,APPROVED
TRX-023128,2026-09-08,388.24,APPROVED
TRX-014480,2026-08-27,678.40,APPROVED
TRX-026525,2026-09-16,1408.25,APPROVED
TRX-029063,2026-09-11,111.79,APPROVED
TRX-024432,2026-09-05,1986.56,APPROVED
TRX-032167,2026-08-21,974.11,APPROVED
TRX-005671,2026-09-12,1778.43,APPROVED
TRX-029627,2026-09-05,265.91,APPROVED
TRX-030988,2026-09-02,292.04,APPROVED
TRX-011352,2026-09-01,1630.16,APPROVED
TRX-036272,2026-08-24,1213.76,APPROVED
TRX-044635,2026-08-25,824.55,REFUNDED
TRX-000703,2026-08-25,1182.99,APPROVED
TRX-017146,2026-09-17,320.18,APPROVED
TRX-018116,2026-08-22,1460.28,APPROVED
TRX-028480,2026-09-16,1808.40,APPROVED
TRX-040504,2026-09-04,399.32,APPROVED
TRX-043632,2026-09-02,1432.56,CHARGEBACK
TRX-024662,2026-09-03,1682.46,APPROVED
TRX-043410,2026-08-28,1795.30,DECLINED
TRX-045712,2026-09-09,758.96,CANCELLED
TRX-030469,2026-08-31,467.77,APPROVED
TRX-011984,2026-08-26,292.72,APPROVED
TRX-001655,2026-09-03,201.15,APPROVED
TRX-021502,2026-08-31,409.66,APPROVED
TRX-005144,2026-09-13,1895.52,APPROVED
TRX-000158,2026-09-01,1168.14,APPROVED
TRX-023906,2026-09-03,120.98,APPROVED
TRX-009975,2026-08-20,1486.75,APPROVED
TRX-034118,2026-09-11,1344.94,APPROVED
TRX-004546,2026-08-25,1492.18,APPROVED
TRX-009324,2026-09-18,694.92,APPROVED
TRX-016570,2026-09-07,78.10,APPROVED
TRX-034805,2026-09-05,410.65,APPROVED
TRX-022792,2026-09-06,1905.36,APPROVED
TRX-029134,2026-09-17,632.22,APPROVED
TRX-025435,2026-08-25,1378.55,APPROVED
TRX-004096,2026-08-31,183.68,APPROVED
TRX-000781,2026-08-24,1754.73,APPROVED
TRX-028625,2026-08-23,881.25,APPROVED
TRX-008813,2026-09-15,929.29,APPROVED
TRX-012407,2026-09-02,1403.31,APPROVED
TRX-028926,2026-09-07,1097.58,APPROVED
TRX-015598,2026-08-21,913.34,APPROVED
TRX-036136,2026-09-11,216.88,APPROVED
TRX-009966,2026-08-31,1420.78,APPROVED
TRX-033951,2026-09-18,120.83,APPROVED
TRX-045254,2026-09-07,1381.82,CANCELLED
TRX-007154,2026-09-11,708.82,APPROVED
TRX-044848,2026-09-09,395.84,REFUNDED
TRX-003882,2026-08-26,605.06,APPROVED
TRX-004688,2026-09-18,543.04,APPROVED
TRX-038387,2026-08-27,796.71,APPROVED
TRX-014303,2026-09-13,1370.99,APPROVED
TRX-013372,2026-09-14,516.76,APPROVED
TRX-044953,2026-09-03,1165.49,REFUNDED
TRX-041646,2026-09-18,810.18,APPROVED
TRX-016968,2026-09-18,1005.44,APPROVED
TRX-001068,2026-09-02,1868.44,APPROVED
TRX-030999,2026-08-26,372.67,APPROVED
TRX-035082,2026-08-23,451.06,APPROVED
TRX-012551,2026-09-06,468.83,APPROVED
TRX-032937,2026-08-21,648.21,APPROVED
TRX-020088,2026-08-20,1985.04,APPROVED
TRX-019549,2026-08-24,24.17,APPROVED
TRX-040087,2026-09-08,1312.71,APPROVED
TRX-036062,2026-09-14,1664.46,APPROVED
TRX-043422,2026-09-15,1883.26,REFUNDED
TRX-012595,2026-08-29,791.35,APPROVED
TRX-038187,2026-09-17,1320.71,APPROVED
TRX-015364,2026-08-21,1188.12,APPROVED
TRX-037223,2026-09-01,224.59,APPROVED
TRX-013514,2026-09-04,1557.62,APPROVED
TRX-011991,2026-09-07,344.03,APPROVED
TRX-023961,2026-08-31,524.13,APPROVED
TRX-028154,2026-09-02,1408.82,APPROVED
TRX-012453,2026-08-29,1740.49,APPROVED
TRX-039943,2026-08-25,262.19,APPROVED
TRX-037663,2026-09-13,1459.79,APPROVED
TRX-034380,2026-09-07,1275.40,APPROVED
TRX-019086,2026-08-20,610.38,APPROVED
TRX-017823,2026-08-25,1302.59,APPROVED
TRX-025457,2026-09-05,1539.81,APPROVED
TRX-007693,2026-09-12,679.69,APPROVED
TRX-013163,2026-08-21,974.79,APPROVED
TRX-023787,2026-09-02,1238.71,APPROVED
TRX-036922,2026-09-01,1998.26,APPROVED
TRX-002711,2026-09-14,1971.63,APPROVED
TRX-025228,2026-08-28,1851.24,APPROVED
TRX-019932,2026-09-05,841.56,APPROVED
TRX-003689,2026-08-31,1180.37,APPROVED
TRX-045349,2026-09-06,88.17,CANCELLED
TRX-033062,2026-08-20,1564.46,APPROVED
TRX-012294,2026-09-03,575.02,APPROVED
TRX-010723,2026-09-14,999.59,APPROVED
TRX-006214,2026-08-28,1778.62,APPROVED
TRX-038500,2026-08-21,1625.00,APPROVED
TRX-019860,2026-09-16,313.80,APPROVED
TRX-017330,2026-09-09,1668.90,APPROVED
TRX-006436,2026-09-17,1415.88,APPROVED
TRX-011281,2026-08-29,1109.73,APPROVED
TRX-017665,2026-08-29,144.45,APPROVED
TRX-023948,2026-09-03,428.84,APPROVED
TRX-042695,2026-09-13,529.35,APPROVED
TRX-010570,2026-09-18,1868.10,APPROVED
TRX-018721,2026-09-08,1914.93,APPROVED
TRX-006481,2026-09-13,1745.73,APPROVED
TRX-045461,2026-09-10,909.13,CANCELLED
TRX-002066,2026-09-11,1223.78,APPROVED
TRX-005506,2026-08-21,568.98,APPROVED
TRX-044330,2026-09-11,578.90,CHARGEBACK
TRX-005451,2026-08-21,165.83,APPROVED
TRX-018984,2026-09-05,1852.72,APPROVED
TRX-025222,2026-09-17,1807.26,APPROVED
TRX-023273,2026-09-05,1451.09,APPROVED
TRX-032422,2026-09-13,853.26,APPROVED
TRX-036896,2026-08-28,1807.68,APPROVED
TRX-026871,2026-08-21,1954.43,APPROVED
TRX-042399,2026-09-13,349.67,APPROVED
TRX-014371,2026-09-07,1869.43,APPROVED
TRX-022299,2026-08-20,281.67,APPROVED
TRX-042699,2026-09-15,558.67,APPROVED
TRX-037583,2026-09-01,873.39,APPROVED
TRX-003471,2026-09-11,1572.43,APPROVED
TRX-010218,2026-08-23,1277.94,APPROVED
TRX-017842,2026-08-30,1441.86,APPROVED
TRX-004597,2026-08-20,1866.01,APPROVED
TRX-012602,2026-09-14,842.66,APPROVED
TRX-028822,2026-09-11,335.26,APPROVED
TRX-002804,2026-09-14,663.32,APPROVED
TRX-036528,2026-09-14,1100.24,APPROVED
TRX-018279,2026-09-02,665.07,APPROVED
TRX-042062,2026-09-18,1869.46,APPROVED
TRX-037232,2026-08-21,290.56,APPROVED
TRX-029466,2026-08-27,1075.78,APPROVED
TRX-016673,2026-08-24,833.09,APPROVED
TRX-032991,2026-09-18,1044.03,APPROVED
TRX-023846,2026-08-23,1671.18,APPROVED
TRX-010710,2026-09-08,904.30,APPROVED
TRX-024040,2026-09-17,1103.20,APPROVED
TRX-000718,2026-09-05,1292.94,APPROVED
TRX-033547,2026-08-29,1139.51,APPROVED
TRX-043911,2026-08-27,1487.63,REFUNDED
TRX-041821,2026-09-08,92.93,APPROVED
TRX-020799,2026-09-18,1226.67,APPROVED
TRX-011244,2026-09-11,838.52,APPROVED
TRX-006355,2026-09-18,822.15,APPROVED
TRX-043058,2026-09-13,1205.14,REFUNDED
TRX-003386,2026-09-10,949.38,APPROVED
TRX-045474,2026-09-17,1004.42,CANCELLED
TRX-006556,2026-09-02,305.48,APPROVED
TRX-017364,2026-08-24,1918.12,APPROVED
TRX-040676,2026-09-09,1660.08,APPROVED
TRX-002984,2026-08-23,1982.72,APPROVED
TRX-001154,2026-09-10,508.82,APPROVED
TRX-027817,2026-08-20,928.61,APPROVED
TRX-030931,2026-09-08,1864.23,APPROVED
TRX-031082,2026-09-06,981.06,APPROVED
TRX-006428,2026-09-11,1357.24,APPROVED
TRX-012842,2026-09-15,611.86,APPROVED
TRX-028050,2026-09-05,646.50,APPROVED
TRX-003269,2026-08-24,91.77,APPROVED
TRX-032922,2026-09-07,538.26,APPROVED
TRX-037745,2026-09-16,70.85,APPROVED
TRX-023914,2026-09-12,179.62,APPROVED
TRX-015036,2026-08-30,773.88,APPROVED
TRX-043396,2026-08-21,1692.68,CHARGEBACK
TRX-000634,2026-09-15,677.22,APPROVED
TRX-017001,2026-08-31,1247.33,APPROVED
TRX-032252,2026-09-05,1597.16,APPROVED
TRX-033316,2026-09-04,1436.28,APPROVED
TRX-001420,2026-09-16,468.60,APPROVED
TRX-029556,2026-09-04,1735.48,APPROVED
TRX-017946,2026-09-14,214.18,APPROVED
TRX-031381,2026-09-01,1182.73,APPROVED
TRX-015553,2026-09-07,583.49,APPROVED
TRX-009379,2026-08-21,1098.07,APPROVED
TRX-000344,2026-09-13,541.52,APPROVED
TRX-001846,2026-08-24,1601.18,APPROVED
TRX-043334,2026-09-17,1238.22,CHARGEBACK
TRX-044030,2026-09-06,369.90,REFUNDED
TRX-036369,2026-08-20,1924.77,APPROVED
TRX-011162,2026-09-05,237.46,APPROVED
TRX-023788,2026-08-30,1246.04,APPROVED
TRX-014869,2026-08-26,1539.77,APPROVED
TRX-044200,2026-08-25,1616.00,CHARGEBACK
TRX-020256,2026-09-05,1226.48,APPROVED
TRX-000031,2026-08-25,237.23,APPROVED
TRX-045512,2026-08-24,1282.96,CANCELLED
TRX-035103,2026-08-31,604.99,APPROVED
TRX-043819,2026-08-26,813.27,CHARGEBACK
TRX-005373,2026-09-03,1584.09,APPROVED
TRX-039456,2026-09-18,672.48,APPROVED
TRX-038302,2026-08-20,173.66,APPROVED
TRX-019968,2026-09-06,1105.44,APPROVED
TRX-020128,2026-08-20,288.24,APPROVED
TRX-001872,2026-08-21,1791.76,APPROVED
TRX-028073,2026-09-17,815.09,APPROVED
TRX-044921,2026-08-24,930.93,REFUNDED
TRX-005748,2026-09-04,352.84,APPROVED
TRX-000454,2026-09-11,1347.82,APPROVED
TRX-018096,2026-08-22,1313.68,APPROVED
TRX-017561,2026-09-15,1372.13,APPROVED
TRX-018639,2026-09-02,1313.87,APPROVED
TRX-015725,2026-08-25,1844.25,APPROVED
TRX-012104,2026-09-18,1172.32,APPROVED
TRX-022030,2026-09-14,299.90,APPROVED
TRX-028608,2026-08-22,756.64,APPROVED
TRX-002966,2026-08-20,1850.78,APPROVED
TRX-030462,2026-09-17,416.46,APPROVED
TRX-022186,2026-08-24,1443.38,APPROVED
TRX-039745,2026-08-31,800.85,APPROVED
TRX-038701,2026-09-16,1108.33,APPROVED
TRX-022419,2026-09-11,1161.27,APPROVED
TRX-018937,2026-08-21,1508.21,APPROVED
TRX-007728,2026-09-15,936.24,APPROVED
TRX-008079,2026-09-13,1519.07,APPROVED
TRX-022134,2026-08-30,1062.22,APPROVED
TRX-021143,2026-08-22,1758.19,APPROVED
TRX-006247,2026-08-22,30.51,APPROVED
TRX-037600,2026-09-13,998.00,APPROVED
TRX-014535,2026-08-24,1081.55,APPROVED
TRX-025854,2026-08-22,469.82,APPROVED
TRX-035750,2026-09-13,1367.50,APPROVED
TRX-002826,2026-09-18,824.58,APPROVED
TRX-044120,2026-09-09,1029.60,REFUNDED
TRX-041910,2026-09-15,755.30,APPROVED
TRX-033358,2026-08-24,1744.14,APPROVED
TRX-035775,2026-09-17,1550.75,APPROVED
TRX-009884,2026-08-30,819.72,APPROVED
TRX-020620,2026-09-12,1904.60,APPROVED
TRX-030782,2026-08-25,772.06,APPROVED
TRX-001498,2026-08-30,1040.34,APPROVED
TRX-024251,2026-09-14,659.83,APPROVED
TRX-022669,2026-09-01,1003.77,APPROVED
TRX-007440,2026-09-17,815.20,APPROVED
TRX-044271,2026-09-07,146.43,DECLINED
TRX-006535,2026-08-28,151.55,APPROVED
TRX-039915,2026-08-26,56.95,APPROVED
TRX-007979,2026-09-06,786.07,APPROVED
TRX-006607,2026-09-13,679.31,APPROVED
TRX-011579,2026-09-04,1304.07,APPROVED
TRX-009492,2026-09-08,1926.36,APPROVED
TRX-012495,2026-09-07,58.35,APPROVED
TRX-012744,2026-09-01,1883.52,APPROVED
TRX-017424,2026-09-11,367.92,APPROVED
TRX-020117,2026-09-01,207.61,APPROVED
TRX-003324,2026-09-06,494.92,APPROVED
TRX-044849,2026-08-28,403.17,CHARGEBACK
TRX-017133,2026-09-05,224.89,APPROVED
TRX-038737,2026-08-29,1372.21,APPROVED
TRX-013513,2026-09-01,1550.29,APPROVED
TRX-039881,2026-09-15,1797.73,APPROVED
TRX-015681,2026-08-23,1521.73,APPROVED
TRX-036710,2026-09-15,444.30,APPROVED
TRX-008668,2026-09-06,1856.44,APPROVED
TRX-029650,2026-09-18,434.50,APPROVED
TRX-002985,2026-09-05,1990.05,APPROVED
TRX-033149,2026-08-28,212.17,APPROVED
TRX-023350,2026-08-30,25.50,APPROVED
TRX-002036,2026-09-16,1003.88,APPROVED
TRX-034193,2026-09-16,1894.69,APPROVED
TRX-003643,2026-08-27,843.19,APPROVED
TRX-021550,2026-09-06,761.50,APPROVED
TRX-000106,2026-08-30,786.98,APPROVED
TRX-044636,2026-09-02,831.88,REFUNDED
TRX-025410,2026-09-09,1195.30,APPROVED
TRX-027899,2026-09-07,1529.67,APPROVED
TRX-025757,2026-08-28,1748.81,APPROVED
TRX-044766,2026-09-06,1784.78,CHARGEBACK
TRX-019141,2026-08-24,1013.53,APPROVED
TRX-023866,2026-08-30,1817.78,APPROVED
TRX-029879,2026-09-02,123.07,APPROVED
TRX-022537,2026-09-12,36.21,APPROVED
TRX-025137,2026-08-20,1184.21,APPROVED
TRX-003788,2026-09-07,1906.04,APPROVED
TRX-044473,2026-08-30,1627.09,CHARGEBACK
TRX-013621,2026-09-13,351.93,APPROVED
TRX-015212,2026-08-29,73.96,APPROVED
TRX-034442,2026-08-22,1729.86,APPROVED
TRX-021039,2026-09-03,995.87,APPROVED
TRX-014903,2026-09-01,1788.99,APPROVED
TRX-007717,2026-08-27,855.61,APPROVED
TRX-005732,2026-09-14,235.56,APPROVED
TRX-010463,2026-09-04,1083.79,APPROVED
TRX-017843,2026-08-30,1449.19,APPROVED
TRX-013690,2026-08-30,857.70,APPROVED
TRX-007541,2026-08-22,1555.53,APPROVED
TRX-044874,2026-09-07,586.42,DECLINED
TRX-034227,2026-08-31,153.91,APPROVED
TRX-012611,2026-09-13,908.63,APPROVED
TRX-000800,2026-08-25,1894.00,APPROVED
TRX-027024,2026-09-16,1085.92,APPROVED
TRX-025425,2026-09-17,1305.25,APPROVED
TRX-022225,2026-09-12,1729.25,APPROVED
TRX-000518,2026-09-16,1816.94,APPROVED
TRX-035707,2026-09-01,1052.31,APPROVED
TRX-042592,2026-08-20,1774.36,APPROVED
TRX-025866,2026-08-21,557.78,APPROVED
TRX-034082,2026-09-11,1081.06,APPROVED
TRX-032796,2026-08-26,1604.68,APPROVED
TRX-017167,2026-09-02,474.11,APPROVED
TRX-014770,2026-09-11,814.10,APPROVED
TRX-019845,2026-09-07,203.85,APPROVED
TRX-044039,2026-08-25,435.87,DECLINED
TRX-044336,2026-09-16,622.88,DECLINED
TRX-010385,2026-09-18,512.05,APPROVED
TRX-026320,2026-08-22,1895.60,APPROVED
TRX-040890,2026-09-06,1238.70,APPROVED
TRX-023477,2026-08-27,956.41,APPROVED
TRX-003546,2026-09-13,132.18,APPROVED
TRX-006611,2026-09-01,708.63,APPROVED
TRX-012626,2026-08-29,1018.58,APPROVED
TRX-024162,2026-09-17,1997.46,APPROVED
TRX-022591,2026-09-16,432.03,APPROVED
TRX-018364,2026-09-02,1288.12,APPROVED
TRX-038098,2026-09-12,668.34,APPROVED
TRX-034378,2026-09-14,1260.74,APPROVED
TRX-004947,2026-09-02,451.51,APPROVED
TRX-001763,2026-08-31,992.79,APPROVED
TRX-011131,2026-08-27,10.23,APPROVED
TRX-043505,2026-08-31,501.65,CHARGEBACK
TRX-007757,2026-09-06,1148.81,APPROVED
TRX-040043,2026-09-17,990.19,APPROVED
TRX-006523,2026-09-10,63.59,APPROVED
TRX-031720,2026-09-14,1677.60,APPROVED
TRX-027986,2026-09-17,177.38,APPROVED
TRX-029548,2026-08-27,1676.84,APPROVED
TRX-044181,2026-09-06,1476.73,CHARGEBACK
TRX-045851,2026-08-25,1777.83,CANCELLED
TRX-008725,2026-08-26,284.25,APPROVED
TRX-039405,2026-08-29,298.65,APPROVED
TRX-017987,2026-08-30,514.71,APPROVED
TRX-008468,2026-08-21,390.44,APPROVED
TRX-028031,2026-08-30,507.23,APPROVED
TRX-013280,2026-09-12,1832.40,APPROVED
TRX-006212,2026-09-04,1763.96,APPROVED
TRX-020652,2026-09-16,149.16,APPROVED
TRX-042560,2026-09-16,1539.80,APPROVED
TRX-018191,2026-08-22,20.03,APPROVED
TRX-027869,2026-09-04,1309.77,APPROVED
TRX-023686,2026-09-03,498.38,APPROVED
TRX-045363,2026-09-07,190.79,CANCELLED
TRX-037594,2026-09-06,954.02,APPROVED
TRX-011252,2026-09-02,897.16,APPROVED
TRX-024505,2026-09-04,531.65,APPROVED
TRX-012226,2026-08-20,76.58,APPROVED
TRX-032136,2026-09-14,746.88,APPROVED
TRX-026369,2026-09-10,264.77,APPROVED
TRX-004073,2026-09-16,15.09,APPROVED
TRX-030052,2026-08-23,1391.16,APPROVED
TRX-002788,2026-09-09,546.04,APPROVED
TRX-011435,2026-09-01,248.55,APPROVED
TRX-039581,2026-09-15,1588.73,APPROVED
TRX-034134,2026-09-18,1462.22,APPROVED
TRX-029715,2026-09-09,910.95,APPROVED
TRX-012973,2026-08-30,1572.09,APPROVED
TRX-000999,2026-08-21,1362.67,APPROVED
TRX-011424,2026-09-02,167.92,APPROVED
TRX-024419,2026-08-22,1891.27,APPROVED
TRX-008276,2026-09-13,973.08,APPROVED
TRX-028331,2026-08-24,716.23,APPROVED
TRX-008277,2026-08-25,980.41,APPROVED
TRX-021032,2026-09-12,944.56,APPROVED
TRX-015792,2026-09-02,345.36,APPROVED
TRX-013437,2026-09-07,993.21,APPROVED
TRX-016288,2026-09-11,1991.04,APPROVED
TRX-035687,2026-09-10,905.71,APPROVED
TRX-040320,2026-09-17,1040.60,APPROVED
TRX-011583,2026-08-28,1333.39,APPROVED
TRX-040057,2026-08-30,1092.81,APPROVED
TRX-033597,2026-09-12,1506.01,APPROVED
TRX-005957,2026-09-14,1884.81,APPROVED
TRX-003923,2026-08-30,905.59,APPROVED
TRX-032754,2026-09-15,1296.82,APPROVED
TRX-018010,2026-09-16,683.30,APPROVED
TRX-014630,2026-08-25,1777.90,APPROVED
TRX-008120,2026-08-30,1819.60,APPROVED
TRX-032436,2026-09-16,955.88,APPROVED
TRX-012610,2026-09-01,901.30,APPROVED
TRX-031291,2026-09-06,523.03,APPROVED
TRX-035581,2026-08-24,128.73,APPROVED
TRX-040945,2026-09-02,1631.85,APPROVED
TRX-005518,2026-08-30,656.94,APPROVED
TRX-043025,2026-08-26,963.25,REFUNDED
TRX-024782,2026-09-03,572.06,APPROVED
TRX-015190,2026-08-23,1902.70,APPROVED
TRX-008881,2026-09-02,1427.73,APPROVED
TRX-031908,2026-08-23,1065.64,APPROVED
TRX-022139,2026-09-09,1098.87,APPROVED
TRX-021599,2026-09-01,1120.67,APPROVED
TRX-044172,2026-09-13,1410.76,CHARGEBACK
TRX-002643,2026-08-26,1473.19,APPROVED
TRX-045511,2026-09-03,1275.63,CANCELLED
TRX-042857,2026-08-25,1716.81,APPROVED
TRX-027288,2026-09-04,1031.04,APPROVED
TRX-034111,2026-09-12,1293.63,APPROVED
TRX-030751,2026-08-21,544.83,APPROVED
TRX-018797,2026-09-07,482.01,APPROVED
TRX-015971,2026-08-24,1657.43,APPROVED
TRX-011742,2026-09-03,508.86,APPROVED
TRX-012929,2026-09-01,1249.57,APPROVED
TRX-014615,2026-09-09,1667.95,APPROVED
TRX-029803,2026-09-07,1555.99,APPROVED
TRX-004971,2026-08-21,627.43,APPROVED
TRX-040709,2026-09-01,1891.97,APPROVED
TRX-035275,2026-09-02,1865.75,APPROVED
TRX-023968,2026-09-17,575.44,APPROVED
TRX-029559,2026-09-01,1757.47,APPROVED
TRX-008567,2026-09-11,1116.11,APPROVED
TRX-002517,2026-09-18,549.61,APPROVED
TRX-042772,2026-08-20,1103.76,APPROVED
TRX-004376,2026-08-26,246.08,APPROVED
TRX-004397,2026-09-10,400.01,APPROVED
TRX-038434,2026-09-05,1141.22,APPROVED
TRX-039644,2026-08-20,60.52,APPROVED
TRX-021810,2026-08-29,677.30,APPROVED
TRX-024845,2026-08-20,1033.85,APPROVED
TRX-001228,2026-08-27,1051.24,APPROVED
TRX-038452,2026-09-03,1273.16,APPROVED
TRX-044381,2026-09-12,952.73,DECLINED
TRX-013378,2026-09-04,560.74,APPROVED
TRX-036685,2026-09-13,261.05,APPROVED
TRX-041470,2026-09-10,1510.10,APPROVED
TRX-015009,2026-08-22,575.97,APPROVED
TRX-003426,2026-08-25,1242.58,APPROVED
TRX-015209,2026-08-23,51.97,APPROVED
