idTransactional,dataTransactional,value,statusGateway
TRX-039941,2026-08-11,25.69,APPROVED
TRX-019892,2026-08-31,775.81,APPROVED
TRX-014319,2026-09-05,1250.96,APPROVED
TRX-010729,2026-08-18,1736.26,APPROVED
TRX-020796,2026-08-14,1965.02,APPROVED
TRX-018636,2026-09-01,1099.69,APPROVED
TRX-003500,2026-08-30,1044.14,APPROVED
TRX-024660,2026-08-14,152.55,APPROVED
TRX-038333,2026-09-04,63.16,APPROVED
TRX-038066,2026-08-24,1957.46,APPROVED
TRX-033224,2026-08-19,1859.57,APPROVED
TRX-042861,2026-08-11,777.76,APPROVED
TRX-007595,2026-08-11,1281.73,APPROVED
TRX-027656,2026-08-20,613.34,APPROVED
TRX-008513,2026-08-17,34.29,APPROVED
TRX-042860,2026-08-28,774.73,APPROVED
TRX-007029,2026-08-30,1809.72,APPROVED
TRX-040231,2026-08-28,1529.02,APPROVED
TRX-011990,2026-08-15,1518.73,APPROVED
TRX-001391,2026-08-31,1928.79,APPROVED
TRX-017725,2026-08-18,1860.88,APPROVED
TRX-028437,2026-08-13,1599.31,APPROVED
TRX-033498,2026-08-11,346.09,APPROVED
TRX-015711,2026-08-27,1639.64,APPROVED
TRX-019439,2026-09-05,203.30,APPROVED
TRX-021061,2026-08-28,801.64,APPROVED
TRX-026135,2026-08-19,374.58,APPROVED
TRX-003876,2026-08-15,1547.10,APPROVED
TRX-014786,2026-09-04,346.10,APPROVED
TRX-022239,2026-08-16,722.05,APPROVED
TRX-002456,2026-08-14,774.33,APPROVED
TRX-043681,2026-09-05,656.02,CHARGEBACK
TRX-011106,2026-08-12,498.17,APPROVED
TRX-014078,2026-08-08,728.32,APPROVED
TRX-022358,2026-08-10,1301.40,APPROVED
TRX-006114,2026-08-26,127.70,APPROVED
TRX-035636,2026-08-29,1478.03,APPROVED
TRX-018413,2026-08-30,1838.45,APPROVED
TRX-013752,2026-09-02,1463.26,APPROVED
TRX-042464,2026-08-19,1498.34,APPROVED
TRX-023398,2026-08-20,1053.38,APPROVED
TRX-003301,2026-08-12,1693.22,APPROVED
TRX-029638,2026-08-18,752.59,APPROVED
TRX-035425,2026-08-19,1056.51,APPROVED
TRX-040040,2026-08-10,334.33,APPROVED
TRX-020334,2026-08-17,1013.70,APPROVED
TRX-003457,2026-09-02,69.23,APPROVED
TRX-006430,2026-08-14,1945.33,APPROVED
TRX-011158,2026-08-19,1346.06,APPROVED
TRX-019873,2026-08-29,1224.60,APPROVED
TRX-002349,2026-08-26,407.37,APPROVED
TRX-008088,2026-08-21,33.11,APPROVED
TRX-025076,2026-09-02,754.37,APPROVED
TRX-023026,2026-08-11,1312.27,APPROVED
TRX-020502,2026-08-30,437.89,APPROVED
TRX-022268,2026-09-05,13.67,APPROVED
TRX-006118,2026-08-21,1811.24,APPROVED
TRX-010382,2026-09-02,140.52,APPROVED
TRX-015734,2026-08-27,95.89,APPROVED
TRX-022967,2026-08-12,1847.53,APPROVED
TRX-008061,2026-08-17,1783.07,APPROVED
TRX-004732,2026-08-26,1228.52,APPROVED
TRX-036093,2026-08-11,927.41,APPROVED
TRX-029184,2026-08-30,754.91,APPROVED
TRX-008465,2026-08-24,674.65,APPROVED
TRX-036423,2026-09-01,189.34,APPROVED
TRX-000499,2026-08-24,747.35,APPROVED
TRX-044926,2026-08-29,901.25,CHARGEBACK
TRX-032956,2026-08-27,1331.72,APPROVED
TRX-021942,2026-08-14,11.17,APPROVED
TRX-032389,2026-08-09,978.71,APPROVED
TRX-034606,2026-08-22,615.04,APPROVED
TRX-000937,2026-08-16,610.87,APPROVED
TRX-020610,2026-08-13,379.78,APPROVED
TRX-036091,2026-08-11,1069.32,APPROVED
TRX-003451,2026-09-02,1333.34,APPROVED
TRX-035248,2026-08-09,1477.48,APPROVED
TRX-011261,2026-09-07,1661.89,APPROVED
TRX-028100,2026-09-02,1234.16,APPROVED
TRX-004144,2026-08-15,256.94,APPROVED
TRX-032232,2026-08-10,382.64,APPROVED
TRX-032739,2026-09-01,860.70,APPROVED
TRX-039863,2026-08-12,1484.84,APPROVED
TRX-024889,2026-08-13,985.08,APPROVED
TRX-023377,2026-08-11,440.56,APPROVED
TRX-009375,2026-08-23,673.41,APPROVED
TRX-000877,2026-08-28,1055.70,APPROVED
TRX-013252,2026-08-16,818.14,APPROVED
TRX-019274,2026-09-01,1578.04,APPROVED
TRX-013856,2026-08-20,895.39,APPROVED
TRX-014902,2026-08-11,753.62,APPROVED
TRX-040173,2026-08-28,1501.72,APPROVED
TRX-033482,2026-09-06,805.77,APPROVED
TRX-011651,2026-09-02,1589.61,APPROVED
TRX-041815,2026-09-04,938.90,APPROVED
TRX-013916,2026-08-10,788.09,APPROVED
TRX-005700,2026-09-05,1941.17,APPROVED
TRX-033256,2026-08-26,1555.95,APPROVED
TRX-035556,2026-08-15,1766.99,APPROVED
TRX-035067,2026-08-22,733.81,APPROVED
TRX-004558,2026-09-05,952.09,APPROVED
TRX-023573,2026-08-12,1010.85,APPROVED
TRX-004756,2026-08-16,650.60,APPROVED
TRX-017976,2026-08-26,240.33,APPROVED
TRX-029140,2026-08-16,230.20,APPROVED
TRX-029345,2026-08-10,1946.74,APPROVED
TRX-026404,2026-08-16,331.11,APPROVED
TRX-003231,2026-08-28,1260.31,APPROVED
TRX-030637,2026-08-20,883.26,APPROVED
TRX-043167,2026-08-24,1282.79,CHARGEBACK
TRX-029313,2026-09-01,1134.74,APPROVED
TRX-042441,2026-08-13,1228.99,APPROVED
TRX-028677,2026-08-18,619.89,APPROVED
TRX-024633,2026-08-18,842.18,APPROVED
TRX-033774,2026-08-13,990.45,APPROVED
TRX-036004,2026-09-04,361.50,APPROVED
TRX-039251,2026-08-12,1556.39,APPROVED
TRX-004228,2026-08-11,1648.49,APPROVED
TRX-029804,2026-08-28,1542.23,APPROVED
TRX-003551,2026-09-03,1794.76,APPROVED
TRX-028478,2026-08-10,1248.13,APPROVED
TRX-022601,2026-08-29,544.69,APPROVED
TRX-000291,2026-08-12,544.11,APPROVED
TRX-043563,2026-09-02,1349.68,CHARGEBACK
TRX-042163,2026-08-28,643.63,APPROVED
TRX-005618,2026-08-19,1276.47,APPROVED
TRX-019794,2026-08-24,101.24,APPROVED
TRX-004123,2026-08-26,1309.07,APPROVED
TRX-024423,2026-09-05,44.20,APPROVED
TRX-012623,2026-09-01,1486.55,APPROVED
TRX-040017,2026-08-17,847.52,APPROVED
TRX-009861,2026-08-12,1299.55,APPROVED
TRX-043605,2026-08-11,690.96,DECLINED
TRX-039151,2026-08-11,1560.93,APPROVED
TRX-044617,2026-08-11,469.64,CHARGEBACK
TRX-031320,2026-08-15,1362.05,APPROVED
TRX-006692,2026-09-02,1609.70,APPROVED
TRX-005488,2026-08-27,959.91,APPROVED
TRX-017607,2026-08-21,392.83,APPROVED
TRX-000472,2026-08-15,1614.91,APPROVED
TRX-040600,2026-08-24,1141.55,APPROVED
TRX-024779,2026-08-24,1170.19,APPROVED
TRX-028278,2026-08-17,973.44,APPROVED
TRX-012165,2026-08-17,897.83,APPROVED
TRX-018021,2026-08-30,14.80,APPROVED
TRX-020298,2026-08-28,1666.72,APPROVED
TRX-038806,2026-09-01,163.17,APPROVED
TRX-036178,2026-08-30,1451.07,APPROVED
TRX-014162,2026-08-23,829.98,APPROVED
TRX-026916,2026-08-17,1959.08,APPROVED
TRX-010834,2026-08-10,1245.58,APPROVED
TRX-034045,2026-08-08,32.76,APPROVED
TRX-004226,2026-08-30,1501.84,APPROVED
TRX-008473,2026-09-03,1533.66,APPROVED
TRX-033603,2026-09-02,911.49,APPROVED
TRX-032460,2026-08-30,1132.07,APPROVED
TRX-000062,2026-08-22,1559.47,APPROVED
TRX-011224,2026-08-30,745.25,APPROVED
TRX-034313,2026-08-21,683.18,APPROVED
TRX-029899,2026-08-24,1961.05,APPROVED
TRX-039479,2026-08-19,1645.65,APPROVED
TRX-003139,2026-08-22,1682.36,APPROVED
TRX-001788,2026-09-01,1843.11,APPROVED
TRX-013741,2026-08-21,699.05,APPROVED
TRX-036812,2026-08-24,1030.12,APPROVED
TRX-018055,2026-08-29,1912.46,APPROVED
TRX-030265,2026-08-10,1631.26,APPROVED
TRX-014160,2026-09-02,452.52,APPROVED
TRX-041418,2026-08-20,1105.17,APPROVED
TRX-036386,2026-09-06,1328.27,APPROVED
TRX-014251,2026-09-05,871.25,APPROVED
TRX-030922,2026-09-07,1001.55,APPROVED
TRX-015565,2026-08-14,1878.10,APPROVED
TRX-037076,2026-09-06,76.62,APPROVED
TRX-008195,2026-09-01,216.28,APPROVED
TRX-014386,2026-08-16,578.60,APPROVED
TRX-013947,2026-08-31,1458.81,APPROVED
TRX-021963,2026-08-30,779.78,APPROVED
TRX-029844,2026-09-06,132.85,APPROVED
TRX-038989,2026-08-22,1577.97,APPROVED
TRX-045719,2026-08-27,481.87,CANCELLED
TRX-038552,2026-08-10,1502.92,APPROVED
TRX-008527,2026-09-05,150.62,APPROVED
TRX-029526,2026-08-28,629.97,APPROVED
TRX-032731,2026-08-17,1049.17,APPROVED
TRX-032441,2026-08-19,436.82,APPROVED
TRX-036250,2026-08-29,176.85,APPROVED
TRX-027961,2026-08-23,62.41,APPROVED
TRX-013459,2026-08-29,1589.17,APPROVED
TRX-038223,2026-09-05,137.41,APPROVED
TRX-005418,2026-08-15,354.21,APPROVED
TRX-042684,2026-08-14,475.10,APPROVED
TRX-045695,2026-08-13,393.67,CANCELLED
TRX-010818,2026-08-18,906.00,APPROVED
TRX-006575,2026-08-21,1455.14,APPROVED
TRX-011015,2026-09-02,213.78,APPROVED
TRX-015222,2026-08-23,1962.67,APPROVED
TRX-043598,2026-08-14,1375.26,CHARGEBACK
TRX-043328,2026-08-19,316.86,CHARGEBACK
TRX-007611,2026-08-25,1441.17,APPROVED
TRX-007247,2026-08-19,904.44,APPROVED
TRX-008757,2026-08-23,106.73,APPROVED
TRX-003162,2026-08-17,309.44,APPROVED
TRX-026836,2026-09-03,940.25,APPROVED
TRX-020066,2026-08-24,1285.02,APPROVED
TRX-043194,2026-08-23,378.26,DECLINED
TRX-018759,2026-08-22,1073.18,APPROVED
TRX-022575,2026-08-30,1605.43,APPROVED
TRX-035641,2026-08-12,1071.38,APPROVED
TRX-032919,2026-08-26,271.88,APPROVED
TRX-017823,2026-08-12,587.66,APPROVED
TRX-037891,2026-08-30,633.30,APPROVED
TRX-045434,2026-09-04,565.32,CANCELLED
TRX-008256,2026-09-06,1763.38,APPROVED
TRX-022783,2026-08-29,1539.77,APPROVED
TRX-020039,2026-08-23,1342.37,APPROVED
TRX-045831,2026-08-17,646.16,CANCELLED
TRX-030413,2026-09-05,222.73,APPROVED
TRX-015999,2026-08-16,1509.35,APPROVED
TRX-031015,2026-08-21,182.84,APPROVED
TRX-013042,2026-08-31,33.75,APPROVED
TRX-031857,2026-08-16,249.00,APPROVED
TRX-003975,2026-08-09,1208.28,APPROVED
TRX-013597,2026-08-25,1133.64,APPROVED
TRX-011678,2026-08-23,789.09,APPROVED
TRX-025022,2026-08-17,184.64,APPROVED
TRX-045783,2026-08-20,742.72,CANCELLED
TRX-022021,2026-08-11,526.47,APPROVED
TRX-007119,2026-08-29,1384.06,APPROVED
TRX-030980,2026-08-25,349.42,APPROVED
TRX-022265,2026-08-16,831.73,APPROVED
TRX-018494,2026-08-09,1742.15,APPROVED
TRX-043683,2026-08-17,236.88,REFUNDED
TRX-032525,2026-08-27,875.34,APPROVED
TRX-044865,2026-08-09,1397.64,DECLINED
TRX-040856,2026-09-03,103.36,APPROVED
TRX-023511,2026-08-12,264.90,APPROVED
TRX-036256,2026-08-11,697.93,APPROVED
TRX-009356,2026-08-27,1365.72,APPROVED
TRX-002107,2026-08-30,1229.43,APPROVED
TRX-038260,2026-08-31,184.69,APPROVED
TRX-045340,2026-08-21,880.51,CANCELLED
TRX-006275,2026-09-02,1131.09,APPROVED
TRX-042137,2026-09-04,185.11,APPROVED
TRX-021247,2026-08-10,1699.28,APPROVED
TRX-029404,2026-08-26,549.73,APPROVED
TRX-039509,2026-08-25,1519.77,APPROVED
TRX-035823,2026-08-12,1925.15,APPROVED
TRX-012688,2026-09-04,1660.88,APPROVED
TRX-003198,2026-08-25,639.81,APPROVED
TRX-042882,2026-08-31,622.37,APPROVED
TRX-043386,2026-08-26,660.14,REFUNDED
TRX-027658,2026-09-01,1312.79,APPROVED
TRX-043376,2026-08-30,391.04,REFUNDED
TRX-028384,2026-09-04,69.89,APPROVED
TRX-001989,2026-08-14,1205.67,APPROVED
TRX-000511,2026-08-31,422.24,APPROVED
TRX-003117,2026-08-27,1675.50,APPROVED
TRX-038243,2026-08-29,1611.69,APPROVED
TRX-040358,2026-08-23,1512.65,APPROVED
TRX-042415,2026-08-29,1169.17,APPROVED
TRX-038029,2026-08-26,459.74,APPROVED
TRX-044407,2026-09-02,272.47,REFUNDED
TRX-015465,2026-08-29,133.63,APPROVED
TRX-015678,2026-08-31,1395.56,APPROVED
TRX-016196,2026-08-28,496.11,APPROVED
TRX-033945,2026-08-15,52.44,APPROVED
TRX-017905,2026-08-08,1755.31,APPROVED
TRX-043172,2026-08-25,582.04,DECLINED
TRX-025755,2026-08-11,223.97,APPROVED
TRX-012117,2026-08-29,1560.43,APPROVED
TRX-029616,2026-08-26,609.34,APPROVED
TRX-036695,2026-08-25,1239.88,APPROVED
TRX-012959,2026-08-31,691.79,APPROVED
TRX-002921,2026-08-14,272.59,APPROVED
TRX-017618,2026-08-09,1612.81,APPROVED
TRX-022410,2026-08-23,642.12,APPROVED
TRX-007225,2026-08-11,1780.71,APPROVED
TRX-011727,2026-09-05,676.95,APPROVED
TRX-013474,2026-08-19,1558.20,APPROVED
TRX-001194,2026-09-01,1745.24,APPROVED
TRX-001264,2026-08-31,864.99,APPROVED
TRX-044714,2026-08-29,278.01,DECLINED
TRX-038686,2026-08-27,430.76,APPROVED
TRX-025102,2026-08-30,29.76,APPROVED
TRX-038158,2026-08-23,1334.29,APPROVED
TRX-029752,2026-08-22,1395.15,APPROVED
TRX-011789,2026-09-03,109.64,APPROVED
TRX-003831,2026-08-10,1056.45,APPROVED
TRX-007930,2026-08-25,1928.35,APPROVED
TRX-013342,2026-08-09,1609.90,APPROVED
TRX-045046,2026-09-04,755.73,CANCELLED
TRX-000906,2026-08-10,819.75,APPROVED
TRX-027197,2026-08-26,158.78,APPROVED
TRX-037149,2026-08-22,557.20,APPROVED
TRX-005528,2026-09-02,1352.69,APPROVED
TRX-034524,2026-08-17,507.94,APPROVED
TRX-019601,2026-08-21,1550.86,APPROVED
TRX-021961,2026-08-15,1365.57,APPROVED
TRX-020750,2026-08-11,1378.62,APPROVED
TRX-032496,2026-08-11,1310.13,APPROVED
TRX-010289,2026-08-18,1398.03,APPROVED
TRX-018313,2026-08-08,953.66,APPROVED
TRX-020440,2026-08-30,1667.04,APPROVED
TRX-029186,2026-08-31,937.14,APPROVED
TRX-005691,2026-08-10,924.05,APPROVED
TRX-014337,2026-08-31,296.12,APPROVED
TRX-043921,2026-08-12,267.26,REFUNDED
TRX-009306,2026-08-08,1690.89,APPROVED
TRX-044918,2026-08-28,1250.33,REFUNDED
TRX-015827,2026-09-04,1162.23,APPROVED
TRX-011007,2026-08-17,1239.56,APPROVED
TRX-017821,2026-08-13,369.87,APPROVED
TRX-002345,2026-08-08,616.59,APPROVED
TRX-021437,2026-08-31,554.85,APPROVED
TRX-012667,2026-09-06,1036.86,APPROVED
TRX-008775,2026-09-01,1714.11,APPROVED
TRX-033801,2026-08-08,803.22,APPROVED
TRX-003119,2026-08-27,1783.77,APPROVED
TRX-017446,2026-08-19,183.05,APPROVED
TRX-021507,2026-08-18,166.28,APPROVED
TRX-015592,2026-08-11,14.24,APPROVED
TRX-019414,2026-09-05,492.42,APPROVED
TRX-021502,2026-08-12,1152.57,APPROVED
TRX-009661,2026-08-08,1318.12,APPROVED
TRX-042233,2026-09-01,1356.53,APPROVED
TRX-040708,2026-08-15,1532.71,APPROVED
TRX-001980,2026-08-20,87.99,APPROVED
TRX-012053,2026-08-28,1882.64,APPROVED
TRX-035574,2026-08-10,1858.03,APPROVED
TRX-017564,2026-08-28,358.19,APPROVED
TRX-003233,2026-08-09,1037.57,APPROVED
TRX-024897,2026-08-17,982.00,APPROVED
TRX-018025,2026-08-21,1551.04,APPROVED
TRX-045102,2026-08-19,424.34,CANCELLED
TRX-019472,2026-08-17,1477.03,APPROVED
TRX-010496,2026-08-25,974.11,APPROVED
TRX-010200,2026-08-27,447.02,APPROVED
TRX-000492,2026-08-24,279.97,APPROVED
TRX-020650,2026-08-16,475.95,APPROVED
TRX-007276,2026-08-22,1476.64,APPROVED
TRX-018853,2026-08-28,1613.87,APPROVED
TRX-009766,2026-08-26,1069.38,APPROVED
TRX-023804,2026-08-15,739.70,APPROVED
TRX-035386,2026-08-21,1781.75,APPROVED
TRX-029119,2026-08-20,1244.17,APPROVED
TRX-045422,2026-08-16,400.45,CANCELLED
TRX-035617,2026-08-29,1306.23,APPROVED
TRX-004923,2026-08-25,223.60,APPROVED
TRX-042866,2026-08-31,1157.00,APPROVED
TRX-031694,2026-08-21,38.20,APPROVED
TRX-037084,2026-08-17,1651.48,APPROVED
TRX-002239,2026-08-27,1381.61,APPROVED
TRX-000844,2026-08-26,1950.41,APPROVED
TRX-034967,2026-08-28,680.23,APPROVED
TRX-009479,2026-08-31,1432.12,APPROVED
TRX-004104,2026-08-14,1164.96,APPROVED
TRX-014946,2026-09-01,1853.07,APPROVED
TRX-003216,2026-08-19,1832.62,APPROVED
TRX-030121,2026-08-23,1691.65,APPROVED
TRX-040911,2026-08-27,1003.26,APPROVED
TRX-029179,2026-08-08,1320.35,APPROVED
TRX-023056,2026-08-27,1554.98,APPROVED
TRX-005277,2026-09-04,547.30,APPROVED
TRX-004491,2026-08-28,100.90,APPROVED
TRX-044978,2026-09-06,1378.50,CHARGEBACK
TRX-031442,2026-08-24,955.66,APPROVED
TRX-010145,2026-09-02,1721.34,APPROVED
TRX-004180,2026-09-04,1211.18,APPROVED
TRX-008366,2026-08-21,1955.78,APPROVED
TRX-006210,2026-08-25,1234.49,APPROVED
TRX-005797,2026-08-22,1826.83,APPROVED
TRX-025666,2026-08-23,1462.21,APPROVED
TRX-000164,2026-08-10,671.05,APPROVED
TRX-033878,2026-08-13,1231.69,APPROVED
TRX-004330,2026-08-20,53.53,APPROVED
TRX-010019,2026-08-26,1675.93,APPROVED
TRX-016396,2026-08-31,85.23,APPROVED
TRX-011581,2026-08-23,1320.82,APPROVED
TRX-005051,2026-08-23,237.33,APPROVED
TRX-033568,2026-08-31,886.58,APPROVED
TRX-022987,2026-08-15,228.71,APPROVED
TRX-029370,2026-08-12,932.25,APPROVED
TRX-016678,2026-08-31,1286.92,APPROVED
TRX-016746,2026-08-20,728.25,APPROVED
TRX-004375,2026-08-16,986.13,APPROVED
TRX-007347,2026-08-15,762.39,APPROVED
TRX-027070,2026-08-30,1858.44,APPROVED
TRX-028535,2026-08-22,1914.70,APPROVED
TRX-021598,2026-08-21,969.29,APPROVED
TRX-006463,2026-09-02,1820.52,APPROVED
TRX-013039,2026-08-28,182.69,APPROVED
TRX-013753,2026-08-14,423.91,APPROVED
TRX-024678,2026-08-13,1061.05,APPROVED
TRX-018582,2026-08-11,1405.94,APPROVED
TRX-002200,2026-08-31,1456.94,APPROVED
TRX-020270,2026-08-09,254.85,APPROVED
TRX-014283,2026-08-09,1515.92,APPROVED
TRX-008250,2026-08-19,664.61,APPROVED
TRX-014387,2026-09-01,354.02,APPROVED
TRX-013657,2026-08-20,150.12,APPROVED
TRX-012326,2026-08-29,323.11,APPROVED
TRX-043007,2026-08-27,1504.08,DECLINED
TRX-026409,2026-08-14,344.38,APPROVED
TRX-045539,2026-08-17,495.29,CANCELLED
TRX-029673,2026-09-05,1367.30,APPROVED
TRX-035059,2026-09-04,1759.20,APPROVED
TRX-012026,2026-08-13,1598.39,APPROVED
TRX-024045,2026-09-06,1164.84,APPROVED
TRX-002877,2026-09-06,672.48,APPROVED
TRX-024971,2026-08-23,1688.89,APPROVED
TRX-034997,2026-09-06,773.09,APPROVED
TRX-021469,2026-08-22,543.24,APPROVED
TRX-037373,2026-08-25,376.60,APPROVED
TRX-035906,2026-08-29,766.20,APPROVED
TRX-008285,2026-08-26,283.69,APPROVED
TRX-045323,2026-08-17,63.19,CANCELLED
TRX-010912,2026-09-07,326.34,APPROVED
TRX-030482,2026-08-17,1853.60,APPROVED
TRX-024237,2026-08-19,1556.78,APPROVED
TRX-020703,2026-08-17,627.49,APPROVED
TRX-016321,2026-08-11,1468.76,APPROVED
TRX-038048,2026-09-03,442.32,APPROVED
TRX-015286,2026-08-22,405.46,APPROVED
TRX-010669,2026-08-25,636.65,APPROVED
TRX-005341,2026-08-28,1080.09,APPROVED
TRX-013778,2026-09-06,1372.02,APPROVED
TRX-024010,2026-08-23,1091.41,APPROVED
TRX-019743,2026-08-16,279.19,APPROVED
TRX-020873,2026-09-01,531.68,APPROVED
TRX-000066,2026-09-05,621.95,APPROVED
TRX-039726,2026-08-31,735.63,APPROVED
TRX-004641,2026-08-09,1110.28,APPROVED
TRX-039346,2026-08-26,579.29,APPROVED
TRX-034109,2026-08-18,1515.72,APPROVED
TRX-018566,2026-08-31,430.22,APPROVED
TRX-026912,2026-08-18,1769.55,APPROVED
TRX-020499,2026-09-01,1364.61,APPROVED
TRX-023880,2026-08-31,568.68,APPROVED
TRX-029695,2026-08-21,1033.54,APPROVED
TRX-026041,2026-08-09,274.89,APPROVED
TRX-009669,2026-08-19,411.18,APPROVED
TRX-005426,2026-08-15,1931.87,APPROVED
TRX-024081,2026-08-14,280.26,APPROVED
TRX-010000,2026-08-23,1476.12,APPROVED
TRX-039577,2026-08-30,628.83,APPROVED
TRX-006791,2026-08-14,988.12,APPROVED
TRX-011125,2026-09-05,675.70,APPROVED
TRX-015273,2026-08-19,81.80,APPROVED
TRX-025901,2026-09-02,230.41,APPROVED
TRX-018938,2026-08-30,732.00,APPROVED
TRX-021411,2026-09-02,197.20,APPROVED
TRX-044023,2026-08-27,1318.28,CHARGEBACK
TRX-044146,2026-08-23,1515.00,REFUNDED
TRX-010730,2026-08-31,103.00,APPROVED
TRX-005179,2026-08-28,859.11,APPROVED
TRX-008126,2026-08-30,262.29,APPROVED
TRX-044652,2026-09-01,1196.11,REFUNDED
TRX-024738,2026-08-09,1729.58,APPROVED
TRX-038488,2026-08-25,1966.67,APPROVED
TRX-011683,2026-08-18,1024.05,APPROVED
TRX-011489,2026-08-09,570.76,APPROVED
TRX-036247,2026-08-13,477.31,APPROVED
TRX-041126,2026-08-14,1548.95,APPROVED
TRX-018664,2026-08-17,620.64,APPROVED
TRX-025094,2026-08-31,1125.20,APPROVED
TRX-028251,2026-08-10,193.78,APPROVED
TRX-004707,2026-08-24,664.45,APPROVED
TRX-001149,2026-08-14,1639.74,APPROVED
TRX-004502,2026-09-02,587.34,APPROVED
TRX-009454,2026-08-12,1149.99,APPROVED
TRX-027648,2026-08-18,1999.78,APPROVED
TRX-044046,2026-09-05,1105.71,CHARGEBACK
TRX-038020,2026-08-30,1900.71,APPROVED
TRX-031011,2026-08-27,895.18,APPROVED
TRX-014537,2026-08-19,1356.55,APPROVED
TRX-015818,2026-09-03,351.61,APPROVED
TRX-037691,2026-08-28,1080.18,APPROVED
TRX-038565,2026-08-21,1413.27,APPROVED
TRX-041342,2026-08-17,1464.03,APPROVED
TRX-005829,2026-08-28,1909.77,APPROVED
TRX-014658,2026-09-05,728.40,APPROVED
TRX-018821,2026-08-27,473.17,APPROVED
TRX-037849,2026-09-05,966.85,APPROVED
TRX-022637,2026-08-14,1993.82,APPROVED
TRX-024025,2026-08-22,1615.01,APPROVED
TRX-008480,2026-09-06,1972.70,APPROVED
TRX-039314,2026-08-31,1053.69,APPROVED
TRX-044153,2026-08-22,153.33,CHARGEBACK
TRX-010957,2026-09-05,1252.39,APPROVED
TRX-027136,2026-08-22,1731.39,APPROVED
TRX-041957,2026-08-08,219.54,APPROVED
TRX-027635,2026-08-09,809.43,APPROVED
TRX-045486,2026-08-11,660.80,CANCELLED
TRX-042409,2026-09-06,413.81,APPROVED
TRX-021333,2026-09-02,1359.13,APPROVED
TRX-012148,2026-08-14,1437.37,APPROVED
TRX-024410,2026-08-10,1715.67,APPROVED
TRX-033097,2026-08-08,1887.07,APPROVED
TRX-031023,2026-08-30,493.11,APPROVED
TRX-018560,2026-08-28,1217.89,APPROVED
TRX-040033,2026-08-30,629.27,APPROVED
TRX-018272,2026-08-15,1520.95,APPROVED
TRX-009678,2026-09-06,1431.69,APPROVED
TRX-017235,2026-08-16,885.63,APPROVED
TRX-029994,2026-08-25,1783.02,APPROVED
TRX-004784,2026-09-05,1020.77,APPROVED
TRX-038978,2026-08-13,936.87,APPROVED
TRX-005699,2026-08-11,1485.10,APPROVED
TRX-011253,2026-08-12,201.40,APPROVED
TRX-029758,2026-09-01,1136.75,APPROVED
TRX-032918,2026-08-24,1738.27,APPROVED
TRX-001334,2026-08-25,181.56,APPROVED
TRX-037305,2026-08-20,1839.58,APPROVED
TRX-002735,2026-08-19,1857.89,APPROVED
TRX-025488,2026-08-14,1265.97,APPROVED
TRX-026013,2026-08-28,1206.15,APPROVED
TRX-008283,2026-08-23,274.36,APPROVED
TRX-008650,2026-08-14,247.47,APPROVED
TRX-000960,2026-08-22,190.97,APPROVED
TRX-011766,2026-08-15,944.61,APPROVED
TRX-036865,2026-08-19,767.70,APPROVED
TRX-015900,2026-08-20,112.43,APPROVED
TRX-034582,2026-08-16,1920.83,APPROVED
TRX-041259,2026-08-22,517.44,APPROVED
TRX-033657,2026-08-27,1338.28,APPROVED
TRX-016806,2026-08-17,119.16,APPROVED
TRX-001982,2026-08-09,368.27,APPROVED
TRX-029564,2026-08-11,1793.13,APPROVED
TRX-032954,2026-08-08,456.66,APPROVED
TRX-028244,2026-08-11,1080.76,APPROVED
TRX-011790,2026-08-18,990.76,APPROVED
TRX-002887,2026-09-05,1121.99,APPROVED
TRX-042640,2026-08-30,392.59,APPROVED
TRX-009348,2026-08-18,1847.04,APPROVED
TRX-037438,2026-08-10,1174.18,APPROVED
TRX-043387,2026-09-06,637.43,DECLINED
TRX-009139,2026-08-29,90.49,APPROVED
TRX-008270,2026-09-06,1109.42,APPROVED
TRX-038486,2026-08-11,1118.07,APPROVED
TRX-011136,2026-08-17,176.55,APPROVED
TRX-017848,2026-08-16,952.86,APPROVED
TRX-041574,2026-08-11,1102.43,APPROVED
TRX-039676,2026-08-21,586.19,APPROVED
TRX-029891,2026-08-24,417.11,APPROVED
TRX-032046,2026-08-09,1248.05,APPROVED
TRX-004845,2026-08-09,915.51,APPROVED
TRX-017695,2026-08-14,1464.92,APPROVED
TRX-032223,2026-08-26,228.50,APPROVED
TRX-021570,2026-09-04,563.02,APPROVED
TRX-035957,2026-09-06,1345.32,APPROVED
TRX-024925,2026-09-06,1646.93,APPROVED
TRX-022664,2026-08-30,1834.35,APPROVED
TRX-006963,2026-08-20,224.00,APPROVED
TRX-043993,2026-08-14,274.56,DECLINED
TRX-009370,2026-08-24,1581.05,APPROVED
TRX-005811,2026-08-18,1480.48,APPROVED
TRX-045917,2026-08-23,455.79,CANCELLED
TRX-031911,2026-08-27,1144.24,APPROVED
TRX-000106,2026-08-14,537.75,APPROVED
TRX-023401,2026-08-15,1770.45,APPROVED
TRX-012982,2026-08-21,225.73,APPROVED
TRX-015967,2026-09-02,29.96,APPROVED
TRX-023713,2026-09-03,1473.14,APPROVED
TRX-034488,2026-09-04,1870.57,APPROVED
TRX-014327,2026-08-29,1358.20,APPROVED
TRX-020124,2026-08-13,1723.15,APPROVED
TRX-020103,2026-08-15,69.30,APPROVED
